"AccountExpirationDate","accountExpires","AccountLockoutTime","AccountNotDelegated","adminCount","AllowReversiblePasswordEncryption","AuthenticationPolicy","AuthenticationPolicySilo","BadLogonCount","badPasswordTime","badPwdCount","CannotChangePassword","CanonicalName","Certificates","City","CN","codePage","Company","CompoundIdentitySupported","Country","countryCode","Created","createTimeStamp","Deleted","Department","Description","DisplayName","DistinguishedName","Division","DoesNotRequirePreAuth","dSCorePropagationData","EmailAddress","EmployeeID","EmployeeNumber","Enabled","Fax","GivenName","HomeDirectory","HomedirRequired","HomeDrive","HomePage","HomePhone","Initials","instanceType","isCriticalSystemObject","isDeleted","KerberosEncryptionType","LastBadPasswordAttempt","LastKnownParent","lastLogoff","lastLogon","LastLogonDate","lastLogonTimestamp","LockedOut","logonCount","LogonWorkstations","Manager","MemberOf","MNSLogonAccount","MobilePhone","Modified","modifyTimeStamp","msDS-User-Account-Control-Computed","Name","nTSecurityDescriptor","ObjectCategory","ObjectClass","ObjectGUID","objectSid","Office","OfficePhone","Organization","OtherName","PasswordExpired","PasswordLastSet","PasswordNeverExpires","PasswordNotRequired","POBox","PostalCode","PrimaryGroup","primaryGroupID","PrincipalsAllowedToDelegateToAccount","ProfilePath","ProtectedFromAccidentalDeletion","pwdLastSet","SamAccountName","sAMAccountType","ScriptPath","sDRightsEffective","ServicePrincipalNames","SID","SIDHistory","SmartcardLogonRequired","State","StreetAddress","Surname","Title","TrustedForDelegation","TrustedToAuthForDelegation","UseDESKeyOnly","userAccountControl","userCertificate","UserPrincipalName","uSNChanged","uSNCreated","whenChanged","whenCreated"
,"9223372036854775807",,"False","1","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","0","0","0","False","asap.corp.com/Users/Administrator","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"Administrator","0",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"0","5/14/2026 5:26:20 AM","5/14/2026 5:26:20 AM",,,"Built-in account for administering the computer/domain",,"CN=Administrator,CN=Users,DC=asap,DC=corp,DC=com",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,,,"True",,,,"False",,,,,"4","True",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,,"0","134236523736727632","5/14/2026 5:30:41 AM","134232354414271667","False","11",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False",,"5/14/2026 5:42:51 AM","5/14/2026 5:42:51 AM","0","Administrator","System.DirectoryServices.ActiveDirectorySecurity","CN=Person,CN=Schema,CN=Configuration,DC=asap,DC=corp,DC=com","user","5b69d35c-c05b-486e-9ff9-ee016010f372","S-1-5-21-1686005184-2479955956-1463047001-500",,,,,"False","5/14/2026 11:52:01 AM","True","False",,,"CN=Domain Users,CN=Users,DC=asap,DC=corp,DC=com","513","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","134232583212812347","Administrator","805306368",,"15","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","S-1-5-21-1686005184-2479955956-1463047001-500","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False",,,,,"False","False","False","66048","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"12823","8196","5/14/2026 5:42:51 AM","5/14/2026 5:26:20 AM"
,"9223372036854775807",,"False",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","0","0","0","False","asap.corp.com/Users/Guest","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"Guest","0",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"0","5/14/2026 5:26:20 AM","5/14/2026 5:26:20 AM",,,"Built-in account for guest access to the computer/domain",,"CN=Guest,CN=Users,DC=asap,DC=corp,DC=com",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,,,"False",,,,"False",,,,,"4","True",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,,"0","0",,,"False","0",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False",,"5/14/2026 5:26:20 AM","5/14/2026 5:26:20 AM","0","Guest","System.DirectoryServices.ActiveDirectorySecurity","CN=Person,CN=Schema,CN=Configuration,DC=asap,DC=corp,DC=com","user","118296da-74da-49ea-a491-c3e1cce2bc0e","S-1-5-21-1686005184-2479955956-1463047001-501",,,,,"False",,"True","True",,,"CN=Domain Guests,CN=Users,DC=asap,DC=corp,DC=com","514","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","0","Guest","805306368",,"15","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","S-1-5-21-1686005184-2479955956-1463047001-501","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False",,,,,"False","False","False","66082","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"8197","8197","5/14/2026 5:26:20 AM","5/14/2026 5:26:20 AM"
,"9223372036854775807",,"False","1","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","0","0","0","False","asap.corp.com/Users/krbtgt","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"krbtgt","0",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"0","5/14/2026 5:27:41 AM","5/14/2026 5:27:41 AM",,,"Key Distribution Center Service Account",,"CN=krbtgt,CN=Users,DC=asap,DC=corp,DC=com",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,,,"False",,,,"False",,,,,"4","True",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,,"0","0",,,"False","0",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False",,"5/14/2026 5:42:51 AM","5/14/2026 5:42:51 AM","0","krbtgt","System.DirectoryServices.ActiveDirectorySecurity","CN=Person,CN=Schema,CN=Configuration,DC=asap,DC=corp,DC=com","user","2acbe16f-7623-454a-8730-c72fcfe88572","S-1-5-21-1686005184-2479955956-1463047001-502",,,,,"False","5/14/2026 5:27:41 AM","False","False",,,"CN=Domain Users,CN=Users,DC=asap,DC=corp,DC=com","513","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","134232352613721279","krbtgt","805306368",,"15","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","S-1-5-21-1686005184-2479955956-1463047001-502","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False",,,,,"False","False","False","514","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"12837","12324","5/14/2026 5:42:51 AM","5/14/2026 5:27:41 AM"
,"9223372036854775807",,"False",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","0","0","0","False","asap.corp.com/Jason","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"Jason","0",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"0","5/14/2026 5:39:51 AM","5/14/2026 5:39:51 AM",,,,"Jason","CN=Jason,DC=asap,DC=corp,DC=com",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,,,"True",,"Jason",,"False",,,,,"4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,,"0","134235884075237993","5/14/2026 5:48:25 AM","134232365051781784","False","6",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False",,"5/14/2026 5:48:25 AM","5/14/2026 5:48:25 AM","0","Jason","System.DirectoryServices.ActiveDirectorySecurity","CN=Person,CN=Schema,CN=Configuration,DC=asap,DC=corp,DC=com","user","74514867-c872-473d-adea-acd3584bd604","S-1-5-21-1686005184-2479955956-1463047001-1107",,,,,"False","5/14/2026 5:39:51 AM","False","False",,,"CN=Domain Users,CN=Users,DC=asap,DC=corp,DC=com","513","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","134232359915021759","jason","805306368",,"15","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","S-1-5-21-1686005184-2479955956-1463047001-1107","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False",,,,,"False","False","False","512","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","jason@asap.corp.com","12856","12791","5/14/2026 5:48:25 AM","5/14/2026 5:39:51 AM"
,"9223372036854775807",,"False",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","0","0","0","False","asap.corp.com/Judith","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"Judith","0",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"0","5/14/2026 5:40:34 AM","5/14/2026 5:40:34 AM",,,,"Judith","CN=Judith,DC=asap,DC=corp,DC=com",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,,,"True",,"Judith",,"False",,,,,"4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,,"0","0",,,"False","0",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False",,"5/14/2026 5:40:34 AM","5/14/2026 5:40:34 AM","0","Judith","System.DirectoryServices.ActiveDirectorySecurity","CN=Person,CN=Schema,CN=Configuration,DC=asap,DC=corp,DC=com","user","c4d1115e-635b-4a48-94d4-979b41fe9cb3","S-1-5-21-1686005184-2479955956-1463047001-1108",,,,,"False","5/14/2026 5:40:34 AM","False","False",,,"CN=Domain Users,CN=Users,DC=asap,DC=corp,DC=com","513","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","134232360341273302","Judith","805306368",,"15","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","S-1-5-21-1686005184-2479955956-1463047001-1108","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False",,,,,"False","False","False","512","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Judith@asap.corp.com","12803","12798","5/14/2026 5:40:34 AM","5/14/2026 5:40:34 AM"
,"9223372036854775807",,"False",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","0","0","0","False","asap.corp.com/Jaye","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"Jaye","0",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"0","5/14/2026 5:41:26 AM","5/14/2026 5:41:26 AM",,,,"Jaye","CN=Jaye,DC=asap,DC=corp,DC=com",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,,,"True",,"Jaye",,"False",,,,,"4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,,"0","0",,,"False","0",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False",,"5/14/2026 5:41:26 AM","5/14/2026 5:41:26 AM","0","Jaye","System.DirectoryServices.ActiveDirectorySecurity","CN=Person,CN=Schema,CN=Configuration,DC=asap,DC=corp,DC=com","user","f07efdc3-ed1a-4654-8e8e-8dbb3a3a7dfd","S-1-5-21-1686005184-2479955956-1463047001-1109",,,,,"False","5/14/2026 5:41:26 AM","False","False",,,"CN=Domain Users,CN=Users,DC=asap,DC=corp,DC=com","513","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","134232360868615712","Jaye","805306368",,"15","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","S-1-5-21-1686005184-2479955956-1463047001-1109","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False",,,,,"False","False","False","512","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Jaye@asap.corp.com","12810","12805","5/14/2026 5:41:26 AM","5/14/2026 5:41:26 AM"
,"9223372036854775807",,"False",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","0","0","0","False","asap.corp.com/Jeff","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"Jeff","0",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"0","5/14/2026 5:42:21 AM","5/14/2026 5:42:21 AM",,,,"Jeff","CN=Jeff,DC=asap,DC=corp,DC=com",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,,,"True",,"Jeff",,"False",,,,,"4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,,"0","0",,,"False","0",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False",,"5/14/2026 5:42:21 AM","5/14/2026 5:42:21 AM","0","Jeff","System.DirectoryServices.ActiveDirectorySecurity","CN=Person,CN=Schema,CN=Configuration,DC=asap,DC=corp,DC=com","user","79658749-d87c-4bf1-89f9-032ee2ff0d56","S-1-5-21-1686005184-2479955956-1463047001-1110",,,,,"False","5/14/2026 5:42:21 AM","False","False",,,"CN=Domain Users,CN=Users,DC=asap,DC=corp,DC=com","513","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","134232361418932558","Jeff","805306368",,"15","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","S-1-5-21-1686005184-2479955956-1463047001-1110","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False",,,,,"False","False","False","512","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Jeff@asap.corp.com","12817","12812","5/14/2026 5:42:21 AM","5/14/2026 5:42:21 AM"
,"9223372036854775807",,"False",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","0","0","0","False","asap.corp.com/Users/Kobina Ansah","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"Kobina Ansah","0",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"0","5/18/2026 5:45:17 AM","5/18/2026 5:45:17 AM",,,,,"CN=Kobina Ansah,CN=Users,DC=asap,DC=corp,DC=com",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,,,"False",,"Kobina",,"False",,,,,"4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,,"0","0",,,"False","0",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False",,"5/18/2026 11:46:34 PM","5/18/2026 11:46:34 PM","0","Kobina Ansah","System.DirectoryServices.ActiveDirectorySecurity","CN=Person,CN=Schema,CN=Configuration,DC=asap,DC=corp,DC=com","user","dd0825bd-05ca-4b8a-9808-b685be737d09","S-1-5-21-1686005184-2479955956-1463047001-1112",,,,,"False","5/18/2026 5:45:17 AM","False","False",,,"CN=Domain Users,CN=Users,DC=asap,DC=corp,DC=com","513","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","134235819178732242","KobinaAnsah","805306368",,"15","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","S-1-5-21-1686005184-2479955956-1463047001-1112","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False",,,"Ansah",,"False","False","False","514","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Kobinaansah@asap.corp.com","24639","16414","5/18/2026 11:46:34 PM","5/18/2026 5:45:17 AM"
,"9223372036854775807",,"False",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","0","0","0","False","asap.corp.com/IT/John Smith","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"John Smith","0",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"0","5/18/2026 7:17:44 AM","5/18/2026 7:17:44 AM",,,,,"CN=John Smith,OU=IT,DC=asap,DC=corp,DC=com",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,,,"True",,"John",,"False",,,,,"4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,,"0","0",,,"False","0",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False",,"5/18/2026 7:17:44 AM","5/18/2026 7:17:44 AM","0","John Smith","System.DirectoryServices.ActiveDirectorySecurity","CN=Person,CN=Schema,CN=Configuration,DC=asap,DC=corp,DC=com","user","fd7b51c3-2446-4690-ad32-0a39810dcb7e","S-1-5-21-1686005184-2479955956-1463047001-1117",,,,,"False","5/18/2026 7:17:44 AM","False","False",,,"CN=Domain Users,CN=Users,DC=asap,DC=corp,DC=com","513","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","134235874647883641","jsmith2","805306368",,"15","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","S-1-5-21-1686005184-2479955956-1463047001-1117","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False",,,"Smith",,"False","False","False","512","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","jsmith2@asap.corp.com","16469","16465","5/18/2026 7:17:44 AM","5/18/2026 7:17:44 AM"
,"9223372036854775807",,"False",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","0","0","0","False","asap.corp.com/HR/Ama Mensah","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"Ama Mensah","0",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"0","5/18/2026 7:17:44 AM","5/18/2026 7:17:44 AM",,,,,"CN=Ama Mensah,OU=HR,DC=asap,DC=corp,DC=com",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,,,"True",,"Ama",,"False",,,,,"4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,,"0","0",,,"False","0",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False",,"5/18/2026 7:17:44 AM","5/18/2026 7:17:44 AM","0","Ama Mensah","System.DirectoryServices.ActiveDirectorySecurity","CN=Person,CN=Schema,CN=Configuration,DC=asap,DC=corp,DC=com","user","7eeffb4e-0073-4d54-98e2-dcc6659f1513","S-1-5-21-1686005184-2479955956-1463047001-1118",,,,,"False","5/18/2026 7:17:44 AM","False","False",,,"CN=Domain Users,CN=Users,DC=asap,DC=corp,DC=com","513","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","134235874649444054","amensah","805306368",,"15","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","S-1-5-21-1686005184-2479955956-1463047001-1118","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","False",,,"Mensah",,"False","False","False","512","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","amensah@asap.corp.com","16475","16471","5/18/2026 7:17:44 AM","5/18/2026 7:17:44 AM"
